"Redshift","Distance Modulus","Error","N Angle 1","N Angle 2","N Angle 3"
1.0333253137960268,42.57179217354742,0.43289445814728444,-0.6821013066621556,-0.6933771468499055,-0.23230570306401113
0.635438512678342,41.52900650735801,0.6285599120847458,-0.5696557629048781,0.509415816184778,-0.6449711916125075
0.032002204692190506,35.008112457977454,0.002241685118455898,-0.4477345243649934,-0.04127157098313997,-0.8932135540397027
0.9930501763074631,43.59212409247518,0.5621785613571504,-0.0663526142423122,-0.5740399511861645,0.8161344650395527
1.4049301315012812,45.6520260771283,1.3487185793099892,0.41503243524871697,-0.8959928111482358,0.15793973553922816
0.2884809652940076,39.850437618055835,0.26345537012695686,0.896973781835703,-0.14539849430910837,0.41748929633225407
0.12913192207087554,38.02415258358588,0.12049827808066008,0.33916093349850135,-0.4179647120039809,0.8427783579968428
0.20864668829215216,38.93048692154767,0.14579160586340562,0.7134796340647506,0.30720595175299686,0.6297390848457518
1.176927004233491,44.04078756084179,0.93834960735244,0.15635215554077248,-0.20763923610286433,0.9656293031429677
0.4857535332599293,41.143376887223745,0.06843886848377823,0.28880298983518354,0.8946157596079528,0.3409625723204004
0.5452912614348104,41.40314322062061,0.15122526034543282,0.302424369108884,-0.9284386513757588,0.21573402976965808
1.0570832452064731,43.40465649976852,0.28031624723453397,-0.7610852791684178,-0.5964635782578968,0.25491252939963055
0.2447421744988587,39.63850716556116,0.20158384497289378,-0.1671255123934891,0.9811386556671127,-0.09713908308680352
0.5995415498739796,41.998878499524444,0.21093602263153788,0.7332578637668048,-0.165215619774203,-0.6595731227140534
1.2038275445125635,43.61477865300472,0.5055497012522667,-0.6782994119132881,0.15717280834352124,-0.7177789465535318
0.23519078677235639,39.459547566342614,0.21932503780806195,0.6383007500221846,0.7420841531235973,0.20465400607842954
0.7045768624336883,41.76336945452214,0.5903471203642128,0.9188283084006809,0.37987951861180663,0.10698640577571182
0.8459448795686275,42.345943068883706,0.5909951986294766,-0.2549835991431708,0.7775551650530057,-0.5747967723181714
1.4058102090695284,43.03421928138092,1.3440865151126131,0.6925374115876088,-0.36115591476087594,-0.6244664432815986
0.5782724189729377,41.36527207687178,0.4591509354286528,0.8809938427210136,-0.2298003626747522,-0.41357181045401803
0.6644471239624226,41.42570268614677,0.49409094039916646,0.4658421078180254,0.5612087275311106,-0.6841314893546204
0.010571640095942025,32.540889643587526,0.003271837614139409,-0.27373857207488217,-0.6822485163116712,-0.6779411155468652
0.5466331497226372,40.72170865875234,0.27867163088108027,0.7847702589735347,0.6179351818902531,0.047872242613767546
0.98161394187014,42.12782269548796,0.6985333884290239,-0.5748281993460742,-0.7702441542762289,0.2762181819501512
0.3030792119474339,40.273960200620635,0.2348863253893162,0.5033355914846068,-0.07078210110116717,-0.8611870740486905
0.05991110700697444,36.34114856211676,0.03272694685055638,0.4153914388093193,-0.8199909499569772,0.3937826742666286
0.6281794341569122,41.91416155306896,0.20852852198032557,0.15075030059029929,0.7611749265696133,-0.630782908799595
0.015080668269827568,33.34059621419252,0.014120986560816333,0.6432140777960582,-0.6056765985060313,-0.4684351696309003
0.008714688931522385,32.14913195089263,0.0019916264777276715,-0.6615549526587651,0.7069224348198944,-0.2502113421908993
0.7316463803845221,41.696477132650664,0.588138417102775,0.12747630378026725,-0.12631082531634896,-0.9837659108662099
0.4131625206470392,40.80547834163692,0.10165161223461683,-0.6558845988592132,-0.4556360847426956,-0.6018398053133707
0.3668418503415014,40.42074302547863,0.3626046704691177,-0.9395305570971898,0.34143119619879125,0.026590798087053766
0.7595563471561462,42.44400401975867,0.10080687997874527,-0.6684647118725514,0.6233689608076349,-0.40566743483148415
0.2990880356001937,40.07838407426083,0.17294429246843873,-0.18714192194064044,0.9457507078260963,-0.2655814370373067
0.06120479450862781,36.37791244539466,0.007382607551458684,0.5721516116029205,0.5586940786099963,0.600419403305979
